LABID,YEAR,SEROTYPE,MLST,PBP1a,PBP2b,PBP2x,PEN,AMO,MER,TAX,CFT,CFX
20154521,2015,11A,62,2,6,10,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154522,2015,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154523,2015,15A,1191,24,27,28,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
20154524,2015,22F,433,1,88,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154568,2015,23A,338,19,1,24,MIC = 0.5,MIC = 0.25,MIC <= 0.06,MIC = 0.25,MIC <= 0.5,MIC <= 0.5
20154569,2015,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
20154570,2015,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
20154571,2015,15A,3811,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154572,2015,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154573,2015,22F,7314,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154574,2015,19F,654,2,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154575,2015,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 1,MIC = 1,MIC = 1,MIC > 2
20154576,2015,6C,1292,19,31,8,MIC = 0.5,MIC = 0.5,MIC = 0.12,MIC = 0.25,MIC <= 0.5,MIC > 2
20154577,2015,12F,220,0,0,17,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154578,2015,17F,392,11,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154579,2015,22F,7314,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154580,2015,19F,251,2,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154581,2015,12F,220,0,0,17,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154582,2015,15A,63,4,7,7,MIC = 0.5,MIC = 0.5,MIC = 0.25,MIC = 0.25,MIC <= 0.5,MIC = 1
20154585,2015,12F,220,0,0,17,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154587,2015,22F,7314,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154588,2015,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154589,2015,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154663,2015,8,1480,3,5,5,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154664,2015,3,180,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154665,2015,8,1480,3,5,5,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154666,2015,17F,"2,9,101,1,10,140,11",1,0,129,MIC = 0.12,MIC <= 0.03,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
20154667,2015,3,180,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154668,2015,7C,1797,2,4,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154669,2015,12F,220,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154670,2015,12F,218,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154675,2015,9N,66,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154769,2015,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154771,2015,19F,654,2,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154772,2015,15A,9692,76,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154773,2015,11A,62,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154774,2015,33F,100,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154860,2015,9N,"n,8,n,4,6,1,1",2,0,66,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
20154861,2015,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 1,MIC = 0.5,MIC = 1,MIC > 2
20154862,2015,16F,10148,0,10,14,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2045-00,1999,6A,460,23,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2050-00,1999,1,227,23,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2062-00,1999,14,124,23,26,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2064-00,1999,5,289,23,0,32,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2066-00,1999,06A,327,1,6,0,MIC = 0.25,MIC = 0.12,MIC = 0.12,MIC = 0.12,MIC = NA,MIC <= 0.5
2141-00,2000,NA,113,0,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2176-00,1999,23F,692,27,49,52,MIC = 4,MIC = 8,MIC > 1,MIC = 8,MIC = NA,MIC > 2
2176-99,1998,23F,629,0,0,53,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2184-98,1998,23F,37,27,38,52,MIC = 4,MIC = NA,MIC = 1,MIC = 4,MIC = NA,MIC > 2
2185-98,1998,19F,81,15,12,18,MIC = 2,MIC = NA,MIC = 0.5,MIC = 1,MIC = NA,MIC > 2
2203-00,1999,23F,81,15,12,18,MIC = 4,MIC = 2,MIC = 1,MIC = 2,MIC = NA,MIC > 2
2204-00,1999,33F,100,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2244-99,1998,7F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2261-99,1998,14,124,23,26,2,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2266-99,1998,14,156,15,12,18,MIC = 2,MIC = 2,MIC = 0.5,MIC = 1,MIC = NA,MIC > 2
2269-99,1998,11A,62,2,6,10,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2279-01,2001,19F,"15,16,19,15,6,20,n",25,38,36,MIC = 2,MIC = 4,MIC = 1,MIC = 1,MIC = NA,MIC > 2
2279-99,1998,18B,113,0,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2280-99,1998,23F,9452,12,26,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2340-99,1998,9V,162,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2344-98,1998,09V,156,15,12,18,MIC = 1,MIC = NA,MIC = 0.25,MIC = 0.5,MIC = NA,MIC = 2
2346-99,1999,06A,376,42,42,8,MIC = 1,MIC = 1,MIC = 0.5,MIC = 0.5,MIC = NA,MIC > 2
2426-99,1998,14,124,23,26,2,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2446-01,2000,14,13,2,0,64,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2446-99,1998,4,695,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2449-99,1998,14,156,15,12,18,MIC = 2,MIC = 2,MIC = 1,MIC = 2,MIC = NA,MIC > 2
2450-99,1998,14,124,23,26,24,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2451-99,1998,4,205,0,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2477-99,1998,9N,632,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2479-99,1998,09V,162,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2483-99,1998,18C,113,0,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2513-99,1998,19F,1657,19,48,65,MIC = 1,MIC = 0.5,MIC = 0.12,MIC = 0.5,MIC = NA,MIC = 2
2514-99,1998,12F,220,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2525-99,1998,14,124,23,26,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2574-99,1999,19A,1339,27,30,8,MIC = 1,MIC = 1,MIC = 0.25,MIC = 0.5,MIC = NA,MIC = 2
2641-98,1998,1,227,23,0,2,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
2691-99,1998,34,547,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2711-00,1999,06C,1292,19,31,8,MIC = 1,MIC = 0.5,MIC = 0.12,MIC = 0.25,MIC = NA,MIC = 2
2714-99,1998,19A,199,0,29,11,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2718-00,1999,38,393,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2720-00,1999,09V,466,1,0,69,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2722-99,1998,14,1556,45,12,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2730-00,1999,23F,36,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2733-99,1998,06A,1390,2,0,2,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2748-99,1998,14,242,13,31,73,MIC = 2,MIC = 1,MIC = 0.5,MIC = 1,MIC = NA,MIC > 2
2750-98,1998,18F,2192,49,4,2,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
2750-99,1998,35F,498,0,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2752-99,1998,4,695,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2781-99,1998,18C,9512,0,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2785-99,1998,4,695,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2799-99,1998,14,9,2,0,64,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2829-98,1998,14,9,2,0,64,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = 0.12,MIC = NA,MIC <= 0.5
2832-99,1999,4,9934,0,0,74,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
2836-99,1999,14,124,23,26,34,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2838-00,2000,23F,36,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2841-01,2001,14,13,27,36,8,MIC = 4,MIC = 8,MIC = 1,MIC = 1,MIC = NA,MIC > 2
2842-99,1998,19F,81,15,12,18,MIC = 4,MIC = 2,MIC = 1,MIC = 2,MIC = NA,MIC > 2
2845-99,1998,06B,1394,18,36,70,MIC = 8,MIC > 8,MIC > 1,MIC = 8,MIC = NA,MIC > 2
2861-98,1998,14,44,15,12,18,MIC = 0.25,MIC = 1,MIC = 0.5,MIC = 0.5,MIC = NA,MIC > 2
2874-01,2001,9V,1857,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2876-99,1998,18C,133,23,0,67,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC = 0.12,MIC = NA,MIC <= 0.5
2891-99,1998,23F,37,0,0,79,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2894-99,1998,09V,156,15,12,18,MIC = 4,MIC = 2,MIC = 0.5,MIC = 2,MIC = NA,MIC > 2
2896-99,1998,14,782,24,53,77,MIC = 0.25,MIC = 0.25,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2909-99,1998,14,9487,2,4,21,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2936-99,1998,6A,460,23,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2941-00,1999,14,200,23,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2945-00,1999,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2945-99,1998,4,899,0,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2970-99,1998,12F,220,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2989-99,1998,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3003-03,1999,19F,425,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3006-03,1999,18C,3060,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3015-00,1999,07B,3162,2,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3027-03,1999,18C,1711,0,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3031-03,1999,19A,667,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3038-99,1998,16F,570,0,6,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3044-03,1999,1,227,23,0,2,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3049-03,1999,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3050-99,1998,35B,558,4,7,7,MIC = 2,MIC = 2,MIC = 1,MIC = 1,MIC = NA,MIC > 2
3053-99,1998,18C,496,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3056-00,1999,06A,376,42,42,8,MIC = 2,MIC = 1,MIC = 0.5,MIC = 0.5,MIC = NA,MIC > 2
3057-03,1999,14,13,27,36,8,MIC = 2,MIC = 4,MIC = 1,MIC = 1,MIC = NA,MIC > 2
3061-00,1999,18C,9511,0,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3063-00,1999,19F,652,25,11,36,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = NA,MIC > 2
3067-00,1999,22F,433,1,2,75,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3070-99,1998,06B,7430,0,39,80,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC = 0.12,MIC = NA,MIC <= 0.5
3077-03,1999,09V,1269,1,0,54,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3085-98,1998,4,244,0,0,3,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3090-98,1998,8,3714,50,0,0,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3090-99,1999,14,13,27,36,8,MIC = 4,MIC = 8,MIC = 1,MIC = 1,MIC = NA,MIC > 2
3092-99,1999,23F,242,13,31,73,MIC = 1,MIC = 1,MIC = 0.5,MIC = 1,MIC = NA,MIC > 2
3100-00,1999,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3101-04,2003,10A,"5,7,4,43,10,n,27",0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3124-00,2000,NA,218,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3124-99,1999,06A,376,42,42,8,MIC = 2,MIC = 1,MIC = 0.5,MIC = 1,MIC = NA,MIC > 2
3130-06,2005,19A,63,0,0,28,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
3143-06,2005,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
3163-99,1999,23F,81,15,12,18,MIC = 4,MIC = 2,MIC = 1,MIC = 1,MIC = NA,MIC > 2
3179-97,1997,09V,162,1,0,0,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3192-07,2006,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
3210-99,1999,15C,199,2,0,12,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3211-99,1999,23F,36,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3223-99,1999,15B,695,0,0,3,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3226-06,2005,19A,236,8,16,11,MIC = 0.25,MIC = 0.25,MIC = 0.25,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
3260-04,2003,15C,199,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3262-95,1995,06A,1390,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC = NA
3301-00,1999,06B,138,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3308-98,1998,14,13,27,36,8,MIC = 4,MIC = 8,MIC > 1,MIC = 1,MIC = NA,MIC > 2
3310-00,1999,4,9561,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3330-99,1999,06B,138,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3331-99,1999,14,124,23,26,34,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3332-99,1999,9V,1269,1,0,54,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3334-99,1999,4,695,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3338-99,1999,12F,220,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3352-00,1999,19F,193,1,0,60,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3354-00,1999,14,156,45,12,63,MIC = 4,MIC = 2,MIC = 0.5,MIC = 2,MIC = NA,MIC > 2
3364-99,1999,14,67,38,16,8,MIC = 4,MIC = 2,MIC = 0.5,MIC = 1,MIC = NA,MIC > 2
3365-00,1999,23F,628,12,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3366-99,1999,14,13,2,0,50,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = 0.12,MIC = NA,MIC <= 0.5
3378-00,1999,19F,251,2,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3414-99,1999,09V,156,15,12,18,MIC = 1,MIC = 0.5,MIC = 0.5,MIC = 0.25,MIC = NA,MIC > 2
3416-99,1999,14,124,23,26,34,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3423-00,1999,06A,473,36,34,44,MIC = 0.5,MIC = 0.25,MIC <= 0.06,MIC = 0.25,MIC = NA,MIC = 1
3428-00,1999,18C,496,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3432-99,1999,09V,156,15,12,18,MIC = 2,MIC = 1,MIC = 0.5,MIC = 1,MIC = NA,MIC > 2
3433-99,1999,19A,199,8,29,11,MIC = 0.12,MIC = 0.12,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3435-00,1999,19F,423,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3438-99,1999,14,656,23,26,34,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3439-99,1999,4,205,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC = NA,MIC = NA,MIC = NA,MIC <= 0.5
3464-00,2000,NA,13,27,36,8,MIC = 2,MIC = 4,MIC = 1,MIC = 1,MIC = NA,MIC > 2
3482-99,1998,14,156,45,12,63,MIC = 4,MIC = 2,MIC = 0.5,MIC = 1,MIC = NA,MIC > 2
3489-08,2007,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = NA,MIC = 2,MIC = 2,MIC > 2
3491-08,2007,19A,2365,0,29,11,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
3494-00,1999,19A,473,1,50,0,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3494-99,1998,33F,1012,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3501-00,1999,19A,1936,25,16,85,MIC = 4,MIC = 4,MIC = 1,MIC = 2,MIC = NA,MIC > 2
3516-99,1998,18C,1073,0,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3523-06,2005,4,899,0,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
3535-99,1998,06B,3051,23,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3562-99,1998,19F,425,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3569-99,1998,14,156,45,12,63,MIC = 2,MIC = 1,MIC = 0.5,MIC = 0.5,MIC = NA,MIC > 2
3585-99,1998,18C,113,0,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3594-02,2001,15C,199,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3595-99,1998,22F,698,0,2,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3601-01,2000,06B,90,34,57,56,MIC = 1,MIC = 0.5,MIC = 0.25,MIC = 1,MIC = NA,MIC > 2
3611-99,1998,23F,1389,0,0,53,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3614-99,1998,23F,1389,0,0,53,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3615-99,1998,18C,113,0,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3627-98,1998,14,124,23,26,34,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
3628-99,1998,14,124,23,26,34,MIC = NA,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
